,address_no,description,satuan,Unit
1823,KALTIM2.SIGNAL.AI.20BFA05BCE001,Unit #2 - #2 emergency power supply IIB board power 1  CB current,A,Unit 2
1824,KALTIM2.SIGNAL.AI.20BFB04BCE001,Unit #2 - #2 emergency power supply IIA board power 2  CB current,A,Unit 2
1825,KALTIM2.SIGNAL.AI.20BFB05BCE001,Unit #2 - #2 emergency power supply IIB board power 2  CB current,A,Unit 2
1826,KALTIM2.SIGNAL.AI.20BMA01ACE001,Unit #2 - Incoming CB I of 400/230V emergency power supply IIA board (K25),A,Unit 2
1827,KALTIM2.SIGNAL.AI.20BMB01ACE001,Unit #2 - Incoming CB I of 400/230V emergency power supply IIB board (K27),A,Unit 2
1828,KALTIM2.SIGNAL.AI.20BMA01BCE001,Unit #2 - Incoming CB II of 400/230V emergency power supply IIA board (K26,A,Unit 2
1829,KALTIM2.SIGNAL.AI.20BMB01BCE001,Unit #2 - Incoming CB II of 400/230V emergency power supply IIB board (K28,A,Unit 2
1830,KALTIM2.SIGNAL.AI.20BMA02ACE001,Unit #2 - Incoming CB III of 400/230V emergency power supply IIA board K23,A,Unit 2
1831,KALTIM2.SIGNAL.AI.20BMB02ACE001,Unit #2 - Incoming CB III of 400/230V emergency power supply IIB board K24,A,Unit 2
1832,KALTIM2.SIGNAL.AI.20BMA02BCE001,Unit #2 - Emergency power supply IIA board PT phase AC voltage,V,Unit 2
1833,KALTIM2.SIGNAL.AI.20BMB02BCE001,Unit #2 - Emergency power supply IIB board PT phase AC voltage,V,Unit 2
1834,KALTIM2.SIGNAL.AI.20BBA01CE001,Unit #2 - 6kV unit board II incoming PT voltage for AC phase,KV,Unit 2
1835,KALTIM2.SIGNAL.AI.20BBA02CE001,Unit #2 - 6kV unit board bus-tie CB current,A,Unit 2
1836,KALTIM2.SIGNAL.AI.20BBA04CE001,Unit #2 - 6kV unit board II to 6kV comm board No.1 power feeder CB current,A,Unit 2
1837,KALTIM2.SIGNAL.AI.20BBA15CE001,Unit #2 - 6kV Unit Board II phase AB voltage,KV,Unit 2
1838,KALTIM2.SIGNAL.AI.20BBA15CE002,Unit #2 - 6kV Unit Board II phase BC voltage,KV,Unit 2
1839,KALTIM2.SIGNAL.AI.20BBA15CE003,Unit #2 - 6kV Unit Board II phase CA voltage,KV,Unit 2
1840,KALTIM2.SIGNAL.AI.20BRA03CE001,Unit #2 - #2 Unit UPS Output AC Voltage,V,Unit 2
1841,KALTIM2.SIGNAL.AI.20BRA03CE002,Unit #2 - #2 Unit UPS Output AC Current,A,Unit 2
1842,KALTIM2.SIGNAL.AI.20BRA03CE003,Unit #2 - #2 Unit UPS Output Frequency,HZ,Unit 2
1843,KALTIM2.SIGNAL.AI.20BUD02CE001,Unit #2 - #2 Unit 220V DC System No.1 Charge panel charger voltage,V,Unit 2
1844,KALTIM2.SIGNAL.AI.20BUD02CE002,Unit #2 - #2 Unit 220V DC System No.1 Charge panel charger current,A,Unit 2
1845,KALTIM2.SIGNAL.AI.20BUD05CE001,Unit #2 - #2 Unit 220V DC System No.2 Charge panel charger voltage,V,Unit 2
1846,KALTIM2.SIGNAL.AI.20BUD05CE002,Unit #2 - #2 Unit 220V DC System No.2 Charge panel charger current,A,Unit 2
1847,KALTIM2.SIGNAL.AI.20BUD03CE001,Unit #2 - #2 Unit 220V DC System No.1 connect panel battery voltage,V,Unit 2
1848,KALTIM2.SIGNAL.AI.20BUD03CE002,Unit #2 - #2 Unit 220V DC System No.1 connect panel battery current,A,Unit 2
1849,KALTIM2.SIGNAL.AI.20BUD03CE003,Unit #2 - #2 Unit 220V DC System No.1 connect panel bus I voltage,V,Unit 2
1850,KALTIM2.SIGNAL.AI.20BUD04CE001,Unit #2 - #2 Unit 220V DC System No.2 connect panel battery voltage,V,Unit 2
1851,KALTIM2.SIGNAL.AI.20BUD04CE002,Unit #2 - #2 Unit 220V DC System No.2 connect panel battery current,A,Unit 2
1852,KALTIM2.SIGNAL.AI.20BUD04CE003,Unit #2 - #2 Unit 220V DC System No.2 connect panel bus II voltage,V,Unit 2
1853,KALTIM2.SIGNAL.AI.U2T1AIMW1,Unit #2 - Generator Power1,MW,Unit 2
1854,KALTIM2.SIGNAL.AI.U2T1AIMW2,Unit #2 - Generator power2,MW,Unit 2
1855,KALTIM2.SIGNAL.AI.U2T1AIDDV1POS,Unit #2 - DDV1 Feedback,%,Unit 2
1856,KALTIM2.SIGNAL.AI.U2T1AIDDV2POS,Unit #2 - DDV2 Feedback,%,Unit 2
1857,KALTIM2.SIGNAL.AI.U2T1AIDDV3POS,Unit #2 - DDV3 Feedback,%,Unit 2
1858,KALTIM2.SIGNAL.AI.U2T1AIDDV4POS,Unit #2 - DDV4 Feedback,%,Unit 2
1859,KALTIM2.SIGNAL.AI.U2T1AIMW3,Unit #2 - Generator Power3,MW,Unit 2
1860,KALTIM2.SIGNAL.AI.U2PN22_AAE,Unit #2 - ,,Unit 2
1861,KALTIM2.SIGNAL.AI.U2T1AITP1,Unit #2 - Main Steam pressure1,MPa,Unit 2
1862,KALTIM2.SIGNAL.AI.U2T1AIMSVPOS1,Unit #2 - MSV Feedback 1,%,Unit 2
1863,KALTIM2.SIGNAL.AI.U2T1AIVACUUM,Unit #2 - Condenser vacuum,KPa,Unit 2
1864,KALTIM2.SIGNAL.AI.U2T1MSFLOW,Unit #2 - Main Steam flow,t/h,Unit 2
1865,KALTIM2.SIGNAL.AI.U2T1AILUBOILP,Unit #2 - Lube Oil Pressure,MPa,Unit 2
1866,KALTIM2.SIGNAL.AI.U2T1AITJJYL1,Unit #2 - Regulation Pressure1,MPa,Unit 2
1867,KALTIM2.SIGNAL.AI.U2T1AITJJYL2,Unit #2 - Regulation Pressure2,MPa,Unit 2
1868,KALTIM2.SIGNAL.AI.U2PN22_AAF,Unit #2 - ,,Unit 2
1869,KALTIM2.SIGNAL.AI.U2T1AITP2,Unit #2 - Main Steam pressure2,MPa,Unit 2
1870,KALTIM2.SIGNAL.AI.U2T1AIMSVPOS2,Unit #2 - MSV Feedback2,%,Unit 2
1871,KALTIM2.SIGNAL.AI.U2T1AICCSCMD1,Unit #2 - CCS Command 1,%,Unit 2
1872,KALTIM2.SIGNAL.AI.U2T1AIEHOILP,Unit #2 - Eh Oil pressre,MPa,Unit 2
1873,KALTIM2.SIGNAL.AI.U2T1AITJJYL3,Unit #2 - Regulation Pressure3,MPa,Unit 2
1874,KALTIM2.SIGNAL.AI.U2T1AICCSCMD2,Unit #2 - CCS Command2,%,Unit 2
1875,KALTIM2.SIGNAL.AI.U2T1AITP3,Unit #2 - Main Steam pressure3,MPa,Unit 2
1876,KALTIM2.SIGNAL.AI.U2PN22_AAG,Unit #2 - ,,Unit 2
1877,KALTIM2.SIGNAL.RTD.20HFE10CT105,Unit #2 - A coal spreading booster fan motor stator temperature 1,°C,Unit 2
1878,KALTIM2.SIGNAL.RTD.20HFE10CT106,Unit #2 - A coal spreading booster fan motor stator temperature 2,°C,Unit 2
1879,KALTIM2.SIGNAL.RTD.20HFE10CT107,Unit #2 - A coal spreading booster fan motor stator temperature 3,°C,Unit 2
1880,KALTIM2.SIGNAL.RTD.20HFE10CT108,Unit #2 - A coal spreading booster fan motor stator temperature 4,°C,Unit 2
1881,KALTIM2.SIGNAL.RTD.20HFE10CT109,Unit #2 - A coal spreading booster fan motor stator temperature 5,°C,Unit 2
1882,KALTIM2.SIGNAL.RTD.20HFE10CT110,Unit #2 - A coal spreading booster fan motor stator temperature 6,°C,Unit 2
1883,KALTIM2.SIGNAL.RTD.20HLB30CT105,Unit #2 - A secondary air fan motor stator temperature 1,°C,Unit 2
1884,KALTIM2.SIGNAL.RTD.20HLB30CT106,Unit #2 - A secondary air fan motor stator temperature 2,°C,Unit 2
1885,KALTIM2.SIGNAL.RTD.20HLB30CT107,Unit #2 - A secondary air fan motor stator temperature 3,°C,Unit 2
1886,KALTIM2.SIGNAL.RTD.20HLB30CT108,Unit #2 - A secondary air fan motor stator temperature 4,°C,Unit 2
1887,KALTIM2.SIGNAL.RTD.20HLB30CT109,Unit #2 - A secondary air fan motor stator temperature 5,°C,Unit 2
1888,KALTIM2.SIGNAL.RTD.20HLB30CT110,Unit #2 - A secondary air fan motor stator temperature 6,°C,Unit 2
1889,KALTIM2.SIGNAL.RTD.20ERB10CT101,Unit #2 - Fuel oil main pipe temperature,°C,Unit 2
1890,KALTIM2.SIGNAL.RTD.20HLB10CT105,Unit #2 - A primary air fan motor stator temperature 1,°C,Unit 2
1891,KALTIM2.SIGNAL.RTD.20HLB10CT106,Unit #2 - A primary air fan motor stator temperature 2,°C,Unit 2
1892,KALTIM2.SIGNAL.RTD.20HLB10CT107,Unit #2 - A primary air fan motor stator temperature 3,°C,Unit 2
1893,KALTIM2.SIGNAL.RTD.20HLB10CT108,Unit #2 - A primary air fan motor stator temperature 4,°C,Unit 2
1894,KALTIM2.SIGNAL.RTD.20HLB10CT109,Unit #2 - A primary air fan motor stator temperature 5,°C,Unit 2
1895,KALTIM2.SIGNAL.RTD.20HLB10CT110,Unit #2 - A primary air fan motor stator temperature 6,°C,Unit 2
1896,KALTIM2.SIGNAL.RTD.20LAE20CT101,Unit #2 - Desuperheater water filter outlet temperature,°C,Unit 2
1897,KALTIM2.SIGNAL.RTD.20HLB10CT101,Unit #2 - A primary air fan bearing temperature 1,°C,Unit 2
1898,KALTIM2.SIGNAL.RTD.20HLB10CT102,Unit #2 - A primary air fan bearing temperature 2,°C,Unit 2
1899,KALTIM2.SIGNAL.RTD.20HLB10CT103,Unit #2 - A primary air fan motor bearing temperature 1,°C,Unit 2
1900,KALTIM2.SIGNAL.RTD.20HLB10CT104,Unit #2 - A primary air fan motor bearing temperature 2,°C,Unit 2
1901,KALTIM2.SIGNAL.RTD.20HLA10CT101,Unit #2 - A primary air fan outlet temperature,°C,Unit 2
1902,KALTIM2.SIGNAL.RTD.20HHL01CT101,Unit #2 - Air preheater primary air outlet temperature,°C,Unit 2
1903,KALTIM2.SIGNAL.RTD.20HLB30CT101,Unit #2 - A secondary air fan bearing temperature 1,°C,Unit 2
1904,KALTIM2.SIGNAL.RTD.20HLB30CT102,Unit #2 - A secondary air fan bearing temperature 2,°C,Unit 2
1905,KALTIM2.SIGNAL.RTD.20HLB30CT103,Unit #2 - A secondary air fan motor bearing temperature 1,°C,Unit 2
1906,KALTIM2.SIGNAL.RTD.20HLB30CT104,Unit #2 - A secondary air fan motor bearing temperature 2,°C,Unit 2
1907,KALTIM2.SIGNAL.RTD.20HLA30CT101,Unit #2 - A secondary air fan outlet temperature,°C,Unit 2
1908,KALTIM2.SIGNAL.RTD.20HHL10CT101,Unit #2 - Side-A hot secondary air temperature,°C,Unit 2
1909,KALTIM2.SIGNAL.RTD.20HFE10CT101,Unit #2 - A coal spreading booster fan bearing temperature 1,°C,Unit 2
1910,KALTIM2.SIGNAL.RTD.20HFE10CT102,Unit #2 - A coal spreading booster fan bearing temperature 2,°C,Unit 2
1911,KALTIM2.SIGNAL.RTD.20HFE10CT103,Unit #2 - A coal spreading booster fan motor bearing temperature 1,°C,Unit 2
1912,KALTIM2.SIGNAL.RTD.20HFE10CT104,Unit #2 - A coal spreading booster fan motor bearing temperature 2,°C,Unit 2
1913,KALTIM2.SIGNAL.RTD.20HDF10CT101,Unit #2 - A HP fluidizing air fan bearing temperature 1,°C,Unit 2
1914,KALTIM2.SIGNAL.RTD.20HDF10CT103,Unit #2 - A HP fluidizing air fan motor bearing temperature 1,°C,Unit 2
1915,KALTIM2.SIGNAL.RTD.20HDF10CT104,Unit #2 - A HP fluidizing air fan motor bearing temperature 2,°C,Unit 2
1916,KALTIM2.SIGNAL.RTD.20HDF10CT105,Unit #2 - A HP fluidizing air fan motor stator temperature 1,°C,Unit 2
1917,KALTIM2.SIGNAL.RTD.20HDF10CT106,Unit #2 - A HP fluidizing air fan motor stator temperature 2,°C,Unit 2
1918,KALTIM2.SIGNAL.RTD.20HDF10CT107,Unit #2 - A HP fluidizing air fan motor stator temperature 3,°C,Unit 2
1919,KALTIM2.SIGNAL.RTD.20HDF10CT108,Unit #2 - A HP fluidizing air fan motor stator temperature 4,°C,Unit 2
1920,KALTIM2.SIGNAL.RTD.20HDF10CT109,Unit #2 - A HP fluidizing air fan motor stator temperature 5,°C,Unit 2
1921,KALTIM2.SIGNAL.RTD.20HDF10CT110,Unit #2 - A HP fluidizing air fan motor stator temperature 6,°C,Unit 2
1922,KALTIM2.SIGNAL.RTD.20HDF10CT111,Unit #2 - A HP fluidizing air fan outlet temperature,°C,Unit 2
1923,KALTIM2.SIGNAL.RTD.20HDF40CT101,Unit #2 - HP fluidizing air fan outlet header temperature,°C,Unit 2
1924,KALTIM2.SIGNAL.RTD.20HNC10CT101,Unit #2 - A IDF bearing temperature 1,°C,Unit 2
1925,KALTIM2.SIGNAL.RTD.20HNC10CT102,Unit #2 - A IDF bearing temperature 2,°C,Unit 2
1926,KALTIM2.SIGNAL.RTD.20HNC10CT103,Unit #2 - A IDF motor bearing temperature 1,°C,Unit 2
1927,KALTIM2.SIGNAL.RTD.20HNC10CT104,Unit #2 - A IDF motor bearing temperature 2,°C,Unit 2
1928,KALTIM2.SIGNAL.RTD.20LCE36CT101,Unit #2 - Slag cooler pump outlet main pipe temperature,°C,Unit 2
1929,KALTIM2.SIGNAL.RTD.20HNA10CT102,Unit #2 - A iuduced draft fan inlet flue gas temperature,°C,Unit 2
1930,KALTIM2.SIGNAL.RTD.20HNA10CT101,Unit #2 - Side-A boiler outlet flue gas temperature,°C,Unit 2
1931,KALTIM2.SIGNAL.RTD.20HNA10CT103,Unit #2 - A IDF outlet air temperature,°C,Unit 2
1932,KALTIM2.SIGNAL.RTD.20HNC10CT105,Unit #2 - A IDF motor stator temperature 1,°C,Unit 2
1933,KALTIM2.SIGNAL.RTD.20HNC10CT106,Unit #2 - A IDF motor stator temperature 2,°C,Unit 2
1934,KALTIM2.SIGNAL.RTD.20HNC10CT107,Unit #2 - A IDF motor stator temperature 3,°C,Unit 2
1935,KALTIM2.SIGNAL.RTD.20HNC10CT108,Unit #2 - A IDF motor stator temperature 4,°C,Unit 2
1936,KALTIM2.SIGNAL.RTD.20HNC10CT109,Unit #2 - A IDF motor stator temperature 5,°C,Unit 2
1937,KALTIM2.SIGNAL.RTD.20HNC10CT110,Unit #2 - A IDF motor stator temperature 6,°C,Unit 2
1938,KALTIM2.SIGNAL.RTD.20HLB20CT105,Unit #2 - B primary air fan motor stator temperature 1,°C,Unit 2
1939,KALTIM2.SIGNAL.RTD.20HLB20CT106,Unit #2 - B primary air fan motor stator temperature 2,°C,Unit 2
1940,KALTIM2.SIGNAL.RTD.20HLB20CT107,Unit #2 - B primary air fan motor stator temperature 3,°C,Unit 2
1941,KALTIM2.SIGNAL.RTD.20HLB20CT108,Unit #2 - B primary air fan motor stator temperature 4,°C,Unit 2
1942,KALTIM2.SIGNAL.RTD.20HLB20CT109,Unit #2 - B primary air fan motor stator temperature 5,°C,Unit 2
1943,KALTIM2.SIGNAL.RTD.20HLB20CT110,Unit #2 - B primary air fan motor stator temperature 6,°C,Unit 2
1944,KALTIM2.SIGNAL.RTD.20HLA20CT101,Unit #2 - B primary air fan outlet temperature,°C,Unit 2
1945,KALTIM2.SIGNAL.RTD.20HFE20CT103,Unit #2 - B coal spreading booster fan motor bearing temperature 1,°C,Unit 2
1946,KALTIM2.SIGNAL.RTD.20HFE20CT104,Unit #2 - B coal spreading booster fan motor bearing temperature 2,°C,Unit 2
1947,KALTIM2.SIGNAL.RTD.20HFE20CT105,Unit #2 - B coal spreading booster fan motor stator temperature 1,°C,Unit 2
1948,KALTIM2.SIGNAL.RTD.20HFE20CT106,Unit #2 - B coal spreading booster fan motor stator temperature 2,°C,Unit 2
1949,KALTIM2.SIGNAL.RTD.20HFE20CT107,Unit #2 - B coal spreading booster fan motor stator temperature 3,°C,Unit 2
1950,KALTIM2.SIGNAL.RTD.20HFE20CT108,Unit #2 - B coal spreading booster fan motor stator temperature 4,°C,Unit 2
1951,KALTIM2.SIGNAL.RTD.20HFE20CT109,Unit #2 - B coal spreading booster fan motor stator temperature 5,°C,Unit 2
1952,KALTIM2.SIGNAL.RTD.20HFE20CT110,Unit #2 - B coal spreading booster fan motor stator temperature 6,°C,Unit 2
1953,KALTIM2.SIGNAL.RTD.20HLB20CT101,Unit #2 - B primary air fan bearing temperature 1,°C,Unit 2
1954,KALTIM2.SIGNAL.RTD.20HLB20CT102,Unit #2 - B primary air fan bearing temperature 2,°C,Unit 2
1955,KALTIM2.SIGNAL.RTD.20HDF20CT101,Unit #2 - B HP fluidizing air fan bearing temperature 1,°C,Unit 2
1956,KALTIM2.SIGNAL.RTD.20HDF20CT103,Unit #2 - B HP fluidizing air fan motor bearing temperature 1,°C,Unit 2
1957,KALTIM2.SIGNAL.RTD.20HDF20CT104,Unit #2 - B HP fluidizing air fan motor bearing temperature 2,°C,Unit 2
1958,KALTIM2.SIGNAL.RTD.20HDF20CT105,Unit #2 - B HP fluidizing air fan motor stator temperature 1,°C,Unit 2
1959,KALTIM2.SIGNAL.RTD.20HDF20CT106,Unit #2 - B HP fluidizing air fan motor stator temperature 2,°C,Unit 2
1960,KALTIM2.SIGNAL.RTD.20HDF20CT107,Unit #2 - B HP fluidizing air fan motor stator temperature 3,°C,Unit 2
1961,KALTIM2.SIGNAL.RTD.20HDF20CT108,Unit #2 - B HP fluidizing air fan motor stator temperature 4,°C,Unit 2
1962,KALTIM2.SIGNAL.RTD.20HDF20CT109,Unit #2 - B HP fluidizing air fan motor stator temperature 5,°C,Unit 2
1963,KALTIM2.SIGNAL.RTD.20HDF20CT110,Unit #2 - B HP fluidizing air fan motor stator temperature 6,°C,Unit 2
1964,KALTIM2.SIGNAL.RTD.20HDF20CT111,Unit #2 - B HP fluidizing air fan outlet temperature,°C,Unit 2
1965,KALTIM2.SIGNAL.RTD.20HLB20CT103,Unit #2 - B primary air fan motor bearing temperature 1,°C,Unit 2
1966,KALTIM2.SIGNAL.RTD.20HLB20CT104,Unit #2 - B primary air fan motor bearing temperature 2,°C,Unit 2
1967,KALTIM2.SIGNAL.RTD.20HLB40CT101,Unit #2 - B secondary air fan bearing temperature 1,°C,Unit 2
1968,KALTIM2.SIGNAL.RTD.20HLB40CT102,Unit #2 - B secondary air fan bearing temperature 2,°C,Unit 2
1969,KALTIM2.SIGNAL.RTD.20HLB40CT103,Unit #2 - B secondary air fan motor bearing temperature 1,°C,Unit 2
1970,KALTIM2.SIGNAL.RTD.20HLB40CT104,Unit #2 - B secondary air fan motor bearing temperature 2,°C,Unit 2
1971,KALTIM2.SIGNAL.RTD.20HHL20CT101,Unit #2 - Side-B hot secondary air temperature,°C,Unit 2
1972,KALTIM2.SIGNAL.RTD.20HLB40CT105,Unit #2 - B secondary air fan motor stator temperature 1,°C,Unit 2
1973,KALTIM2.SIGNAL.RTD.20HLB40CT106,Unit #2 - B secondary air fan motor stator temperature 2,°C,Unit 2
1974,KALTIM2.SIGNAL.RTD.20HLB40CT107,Unit #2 - B secondary air fan motor stator temperature 3,°C,Unit 2
1975,KALTIM2.SIGNAL.RTD.20HLB40CT108,Unit #2 - B secondary air fan motor stator temperature 4,°C,Unit 2
1976,KALTIM2.SIGNAL.RTD.20HLB40CT109,Unit #2 - B secondary air fan motor stator temperature 5,°C,Unit 2
1977,KALTIM2.SIGNAL.RTD.20HLB40CT110,Unit #2 - B secondary air fan motor stator temperature 6,°C,Unit 2
1978,KALTIM2.SIGNAL.RTD.20HLA40CT101,Unit #2 - B secondary air fan outlet temperature,°C,Unit 2
1979,KALTIM2.SIGNAL.RTD.20HFE20CT101,Unit #2 - B coal spreading booster fan bearing temperature 1,°C,Unit 2
1980,KALTIM2.SIGNAL.RTD.20HFE20CT102,Unit #2 - B coal spreading booster fan bearing temperature 2,°C,Unit 2
1981,KALTIM2.SIGNAL.RTD.20HNA20CT102,Unit #2 - B iuduced draft fan inlet flue gas temperature,°C,Unit 2
1982,KALTIM2.SIGNAL.RTD.20HNC20CT101,Unit #2 - B IDF bearing temperature 1,°C,Unit 2
1983,KALTIM2.SIGNAL.RTD.20HNC20CT102,Unit #2 - B IDF bearing temperature 2,°C,Unit 2
1984,KALTIM2.SIGNAL.RTD.20HNC20CT103,Unit #2 - B IDF motor bearing temperature 1,°C,Unit 2
1985,KALTIM2.SIGNAL.RTD.20HNC20CT104,Unit #2 - B IDF motor bearing temperature 2,°C,Unit 2
1986,KALTIM2.SIGNAL.RTD.20HNA20CT101,Unit #2 - Side-B boiler outlet flue gas temperature,°C,Unit 2
1987,KALTIM2.SIGNAL.RTD.20HNC20CT105,Unit #2 - B IDF motor stator temperature 1,°C,Unit 2
1988,KALTIM2.SIGNAL.RTD.20HNC20CT106,Unit #2 - B IDF motor stator temperature 2,°C,Unit 2
1989,KALTIM2.SIGNAL.RTD.20HNC20CT107,Unit #2 - B IDF motor stator temperature 3,°C,Unit 2
1990,KALTIM2.SIGNAL.RTD.20HNC20CT108,Unit #2 - B IDF motor stator temperature 4,°C,Unit 2
1991,KALTIM2.SIGNAL.RTD.20HNC20CT109,Unit #2 - B IDF motor stator temperature 5,°C,Unit 2
1992,KALTIM2.SIGNAL.RTD.20HNC20CT110,Unit #2 - B IDF motor stator temperature 6,°C,Unit 2
1993,KALTIM2.SIGNAL.RTD.20HNA20CT103,Unit #2 - B IDF outlet air temperature,°C,Unit 2
1994,KALTIM2.SIGNAL.RTD.20HDF30CT101,Unit #2 - C HP fluidizing air fan bearing temperature 1,°C,Unit 2
1995,KALTIM2.SIGNAL.RTD.20HDF30CT103,Unit #2 - C HP fluidizing air fan motor bearing temperature 1,°C,Unit 2
1996,KALTIM2.SIGNAL.RTD.20HDF30CT104,Unit #2 - C HP fluidizing air fan motor bearing temperature 2,°C,Unit 2
1997,KALTIM2.SIGNAL.RTD.20HDF30CT111,Unit #2 - C HP fluidizing air fan outlet temperature,°C,Unit 2
1998,KALTIM2.SIGNAL.RTD.20HDF30CT105,Unit #2 - C HP fluidizing air fan motor stator temperature 1,°C,Unit 2
1999,KALTIM2.SIGNAL.RTD.20HDF30CT106,Unit #2 - C HP fluidizing air fan motor stator temperature 2,°C,Unit 2
2000,KALTIM2.SIGNAL.RTD.20HDF30CT107,Unit #2 - C HP fluidizing air fan motor stator temperature 3,°C,Unit 2
2001,KALTIM2.SIGNAL.RTD.20HDF30CT108,Unit #2 - C HP fluidizing air fan motor stator temperature 4,°C,Unit 2
2002,KALTIM2.SIGNAL.RTD.20HDF30CT109,Unit #2 - C HP fluidizing air fan motor stator temperature 5,°C,Unit 2
2003,KALTIM2.SIGNAL.RTD.20HDF30CT110,Unit #2 - C HP fluidizing air fan motor stator temperature 6,°C,Unit 2
2004,KALTIM2.SIGNAL.RTD.20LAA01CT101,Unit #2 - TEMP OF DEAE WTR TANK,°C,Unit 2
2005,KALTIM2.SIGNAL.RTD.20LAB50CT101,Unit #2 - TEMP OF EFWP OUTLET MAIN PIP,°C,Unit 2
2006,KALTIM2.SIGNAL.RTD.20LAB51CT101,Unit #2 - TEMP OF NO.2 HP HTR INLET,°C,Unit 2
2007,KALTIM2.SIGNAL.RTD.20LAB52CT101,Unit #2 - TEMP OF NO.1 HP HTR INLET,°C,Unit 2
2008,KALTIM2.SIGNAL.RTD.20LCH10CT101,Unit #2 - NO.1 HP HTR DRN WTR TEMP ,°C,Unit 2
2009,KALTIM2.SIGNAL.RTD.20LAC20CT101,Unit #2 - TEMP OF A EFWP MTR NON-DRIVING END BEARING,°C,Unit 2
2010,KALTIM2.SIGNAL.RTD.20LAB51CT102,Unit #2 - TEMP OF NO.2 HP HTR OUTLET,°C,Unit 2
2011,KALTIM2.SIGNAL.RTD.20LAB52CT102,Unit #2 - TEMP OF NO.1 HP HTR OUTLET,°C,Unit 2
2012,KALTIM2.SIGNAL.RTD.20LCH20CT101,Unit #2 - NO.2 HP HTR DRN WTR TEMP ,°C,Unit 2
2013,KALTIM2.SIGNAL.RTD.20LAC20CT103,Unit #2 - A EFWP MTR STATOR WIDING TEMP 1,°C,Unit 2
2014,KALTIM2.SIGNAL.RTD.20LAC20CT106,Unit #2 - A EFWP MTR STATOR WIDING TEMP 4,°C,Unit 2
2015,KALTIM2.SIGNAL.RTD.20LAC20CT109,Unit #2 - TEMP 1 OF A EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2016,KALTIM2.SIGNAL.RTD.20LAC20CT104,Unit #2 - A EFWP MTR STATOR WIDING TEMP 2,°C,Unit 2
2017,KALTIM2.SIGNAL.RTD.20LAC20CT107,Unit #2 - A EFWP MTR STATOR WIDING TEMP 5,°C,Unit 2
2018,KALTIM2.SIGNAL.RTD.20LAC20CT110,Unit #2 - TEMP 2 OF A EFWP HYDRAULIC COUPLING BEARING,°C,Unit 2
2019,KALTIM2.SIGNAL.RTD.20LAC20CT113,Unit #2 - TEMP OF A EFWP NON-DRIVING END BEARING,°C,Unit 2
2020,KALTIM2.SIGNAL.RTD.20LAC20CT115,Unit #2 - TEMP OF A EFWP THRUST BEARING,°C,Unit 2
2021,KALTIM2.SIGNAL.RTD.20LAC20CT117,Unit #2 - OIL TEMP OF A EFWP LUBE OIL COOLER INLET,°C,Unit 2
2022,KALTIM2.SIGNAL.RTD.20LAC20CT119,Unit #2 - OIL TEMP OF A EFWP WORKING OIL COOLER INLET,°C,Unit 2
2023,KALTIM2.SIGNAL.RTD.20LAC20CT102,Unit #2 - TEMP OF A EFWP MTR DRIVING END BEARING,°C,Unit 2
2024,KALTIM2.SIGNAL.RTD.20LAC20CT105,Unit #2 - A EFWP MTR STATOR WIDING TEMP 3,°C,Unit 2
2025,KALTIM2.SIGNAL.RTD.20LAC20CT108,Unit #2 - A EFWP MTR STATOR WIDING TEMP 6,°C,Unit 2
2026,KALTIM2.SIGNAL.RTD.20LAC20CT114,Unit #2 - TEMP OF A EFWP DRIVING END BEARING,°C,Unit 2
2027,KALTIM2.SIGNAL.RTD.20LAC20CT116,Unit #2 - OIL TEMP OF A EFWP LUBE OIL COOLER OUTLET,°C,Unit 2
2028,KALTIM2.SIGNAL.RTD.20LAC20CT118,Unit #2 - OIL TEMP OF A EFWP WORKING OIL COOLER OUTLET,°C,Unit 2
2029,KALTIM2.SIGNAL.RTD.20LCA50CT101,Unit #2 - TEMP OF CONDENSATE PMP OUTLET MAIN PIP,°C,Unit 2
2030,KALTIM2.SIGNAL.RTD.20LCA53CT101,Unit #2 - TEMP OF NO.7 LP HTR WTR INLET,°C,Unit 2
2031,KALTIM2.SIGNAL.RTD.20LCA54CT101,Unit #2 - TEMP OF NO.6 LP HTR WTR INLET,°C,Unit 2
2032,KALTIM2.SIGNAL.RTD.20LCA55CT101,Unit #2 - TEMP OF NO.5 LP HTR WTR INLET,°C,Unit 2
2033,KALTIM2.SIGNAL.RTD.20LCA56CT101,Unit #2 - TEMP OF NO.4 LP HTR WTR INLET,°C,Unit 2
2034,KALTIM2.SIGNAL.RTD.20LCJ40CT101,Unit #2 - NO.4 LP HTR DRN WTR TEMP ,°C,Unit 2
2035,KALTIM2.SIGNAL.RTD.20LAC30CT101,Unit #2 - TEMP OF B EFWP MTR NON-DRIVING END BEARING,°C,Unit 2
2036,KALTIM2.SIGNAL.RTD.20LCA53CT102,Unit #2 - TEMP OF NO.7 LP HTR WTR OUTLET,°C,Unit 2
2037,KALTIM2.SIGNAL.RTD.20LCA54CT102,Unit #2 - TEMP OF NO.6 LP HTR WTR OUTLET,°C,Unit 2
2038,KALTIM2.SIGNAL.RTD.20LCA55CT102,Unit #2 - TEMP OF NO.5 LP HTR WTR OUTLET,°C,Unit 2
2039,KALTIM2.SIGNAL.RTD.20LCA56CT102,Unit #2 - TEMP OF NO.4 LP HTR WTR OUTLET,°C,Unit 2
